making	VBG	make
is	VBZ	be
a	DT	a
film	NN	film
that	WDT	that
is	VBZ	be
magical	JJ	magical
with	IN	with
its	PP$	its
charm	NN	charm
and	CC	and
humor	NN	humor
,	,	,
exciting	JJ	exciting
in	IN	in
its	PP$	its
adventurous	JJ	adventurous
exploits	NNS	exploit
,	,	,
funny	JJ	funny
with	IN	with
its	PP$	its
dry	JJ	dry
wit	NN	wit
and	CC	and
cute	JJ	cute
voices	NNS	voice
,	,	,
and	CC	and
breathtaking	JJ	breathtaking
in	IN	in
its	PP$	its
presentation	NN	presentation
.	SENT	.
"	''	"
babe	NN	babe
:	:	:
pig	NN	pig
in	IN	in
the	DT	the
city	NN	city
"	``	"
may	MD	may
not	RB	not
be	VB	be
moviemaking	VBG	<unknown>
at	IN	at
its	PP$	its
absolute	JJ	absolute
best	JJS	good
,	,	,
but	CC	but
it	PP	it
is	VBZ	be
on	IN	on
level	NN	level
of	IN	of
cinematic	JJ	cinematic
quality	NN	quality
that	WDT	that
is	VBZ	be
rarely	RB	rarely
achieved	VBN	achieve
or	CC	or
seen	VBN	see
in	IN	in
cinema	NN	cinema
.	SENT	.
as	IN	as
a	DT	a
result	NN	result
,	,	,
if	IN	if
you	PP	you
choose	VBP	choose
to	TO	to
let	VB	let
this	DT	this
film	NN	film
pass	VB	pass
you	PP	you
by	IN	by
,	,	,
you	PP	you
will	MD	will
be	VB	be
missing	VBG	miss
of	IN	of
the	DT	the
year	NN	year
's	POS	's
best	JJS	good
cinematic	JJ	cinematic
treats	NNS	treat
.	SENT	.
