much	JJ	much
rambling	VBG	ramble
,	,	,
german	JJ	german
,	,	,
proning	VBG	<unknown>
,	,	,
and	CC	and
eventually	RB	eventually
drunk	JJ	drunk
.	SENT	.
langella	NN	<unknown>
takes	VBZ	take
the	DT	the
other	JJ	other
route	NN	route
,	,	,
allowing	VBG	allow
all	DT	all
of	IN	of
the	DT	the
creepiness	NN	creepiness
to	TO	to
be	VB	be
unearthed	VBN	unearth
,	,	,
and	CC	and
the	DT	the
result	NN	result
is	VBZ	be
a	DT	a
character	NN	character
who	WP	who
exists	VBZ	exist
in	IN	in
shadows	NNS	shadow
and	CC	and
low	JJ	low
shots	NNS	shot
,	,	,
and	CC	and
who	WP	who
meets	VBZ	meet
a	DT	a
wonderfully	RB	wonderfully
ironic	JJ	ironic
ending	NN	ending
,	,	,
the	DT	the
exact	JJ	exact
opposite	NN	opposite
of	IN	of
what	WP	what
we	PP	we
thought	VBD	think
of	IN	of
him	PP	him
.	SENT	.
as	IN	as
you	PP	you
can	MD	can
see	VB	see
,	,	,
most	JJS	most
of	IN	of
these	DT	these
are	VBP	be
not	RB	not
improvements	NNS	improvement
or	CC	or
mistakes	NNS	mistake
done	VBN	do
on	IN	on
the	DT	the
part	NN	part
of	IN	of
lyne	NP	Lyne
and	CC	and
his	PP$	his
screenwriter	NN	screenwriter
,	,	,
stephen	NN	<unknown>
schiff	NN	<unknown>
,	,	,
but	CC	but
just	RB	just
parts	NNS	part
of	IN	of
a	DT	a
whole	JJ	whole
new	JJ	new
look	NN	look
at	IN	at
the	DT	the
novel	NN	novel
,	,	,
at	IN	at
least	JJS	least
cinema-wise	JJ	<unknown>
.	SENT	.
this	DT	this
version	NN	version
is	VBZ	be
beautiful	JJ	beautiful
,	,	,
and	CC	and
perpetually	RB	perpetually
saddening	VBG	sadden
.	SENT	.
the	DT	the
camera	NN	camera
movements	NNS	movement
are	VBP	be
stylized	VBN	stylize
,	,	,
and	CC	and
each	DT	each
shot	NN	shot
is	VBZ	be
breathtakingly	RB	breathtakingly
rich	JJ	rich
.	SENT	.
the	DT	the
acting	NN	acting
is	VBZ	be
for	IN	for
the	DT	the
most	JJS	most
part	NN	part
wonderful	JJ	wonderful
,	,	,
and	CC	and
when	WRB	when
we	PP	we
watch	VBP	watch
it	PP	it
,	,	,
we	PP	we
really	RB	really
get	VBP	get
a	DT	a
sense	NN	sense
that		IN	that
for	IN	for
humbert	NP	Humbert
,	,	,
who	WP	who
is	VBZ	be
telling	VBG	tell
the	DT	the
story	NN	story
,	,	,
the	DT	the
only	JJ	only
two	CD	two
people	NNS	people
on	IN	on
earth	NN	earth
most	JJS	most
of	IN	of
the	DT	the
time	NN	time
were	VBD	be
humbert	NP	Humbert
and	CC	and
lolita	NP	Lolita
.	SENT	.
more	RBR	more
importantly	RB	importantly
,	,	,
it	PP	it
takes	VBZ	take
us	PP	us
right	RB	right
up	RP	up
the	DT	the
brink	NN	brink
of	IN	of
emotion	NN	emotion
,	,	,
then	RB	then
jumps	VBZ	jump
right	RB	right
over	IN	over
it	PP	it
.	SENT	.
by	IN	by
the	DT	the
end	NN	end
,	,	,
with	IN	with
humbert	NN	<unknown>
sadly	RB	sadly
driving	VBG	drive
recklessly	RB	recklessly
in	IN	in
his	PP$	his
car	NN	car
,	,	,
following	VBG	follow
what	WP	what
he	PP	he
says	VBZ	say
is	VBZ	be
the	DT	the
only	JJ	only
part	NN	part
of	IN	of
his	PP$	his
life	NN	life
he	PP	he
does	VBZ	do
n't	RB	n't
regret	VB	regret
,	,	,
we	PP	we
feel	VBP	feel
that		IN	that
we	PP	we
all	RB	all
lose	VB	lose
to	TO	to
something	NN	something
we	PP	we
can	MD	can
never	RB	never
have	VB	have
.	SENT	.
